0,0,0,0,0.181689,0.23719
0.050042,0.009948,0,-0.004974,0.186843,0.243445
0.100083,0.020168,-5.1e-05,-0.010047,0.189166,0.246654
0.150125,0.030518,-0.000155,-0.015199,0.190128,0.248332
0.200167,0.04093,-0.000313,-0.020416,0.190441,0.249224
0.250209,0.05137,-0.000526,-0.025684,0.190449,0.249702
0.30025,0.06182,-0.000795,-0.030994,0.190315,0.24995
0.350292,0.072271,-0.001119,-0.036339,0.190114,0.250065
0.400334,0.082719,-0.001499,-0.041712,0.189882,0.250096
0.450375,0.093159,-0.001934,-0.047108,0.189631,0.250069
0.500417,0.10359,-0.002426,-0.052525,0.189366,0.250002
0.550459,0.114011,-0.002974,-0.057959,0.189087,0.249902
0.6005,0.124419,-0.003578,-0.06341,0.188794,0.249777
0.650542,0.134815,-0.004238,-0.068875,0.188484,0.249631
0.700584,0.145195,-0.004954,-0.074356,0.188155,0.249466
0.750626,0.15556,-0.005726,-0.07985,0.187806,0.249286
0.800667,0.165908,-0.006554,-0.08536,0.187434,0.249092
0.850709,0.176237,-0.007438,-0.090886,0.18704,0.248886
0.900751,0.186548,-0.008378,-0.096429,0.186622,0.248669
0.950792,0.196838,-0.009373,-0.10199,0.186179,0.248442
1.000834,0.207107,-0.010424,-0.10757,0.18571,0.248205
1.050876,0.217353,-0.01153,-0.113171,0.185216,0.247961
1.100917,0.227575,-0.012692,-0.118794,0.184695,0.247708
1.150959,0.237772,-0.013909,-0.124442,0.184148,0.247449
1.201001,0.247943,-0.015182,-0.130115,0.183574,0.247182
1.251043,0.258087,-0.016509,-0.135816,0.182974,0.246909
1.301084,0.268203,-0.017891,-0.141546,0.182347,0.246629
1.351126,0.278289,-0.019329,-0.147307,0.181694,0.246343
1.401168,0.288345,-0.020821,-0.153101,0.181014,0.246052
1.451209,0.298369,-0.022368,-0.15893,0.180308,0.245755
1.501251,0.30836,-0.023969,-0.164795,0.179576,0.245452
1.551293,0.318318,-0.025625,-0.170699,0.178817,0.245145
1.601334,0.328241,-0.027335,-0.176644,0.178033,0.244832
1.651376,0.338128,-0.0291,-0.18263,0.177223,0.244515
1.701418,0.347977,-0.030919,-0.188661,0.176387,0.244193
1.75146,0.357789,-0.032793,-0.194738,0.175526,0.243868
1.801501,0.367561,-0.03472,-0.200863,0.17464,0.243538
1.851543,0.377293,-0.036702,-0.207038,0.173728,0.243205
1.901585,0.386984,-0.038737,-0.213265,0.172792,0.242868
1.951626,0.396632,-0.040827,-0.219545,0.171831,0.242528
2.001668,0.406237,-0.04297,-0.225881,0.170846,0.242185
2.05171,0.415797,-0.045167,-0.232275,0.169836,0.24184
2.101751,0.425312,-0.047418,-0.238728,0.168801,0.241493
2.151793,0.43478,-0.049722,-0.245243,0.167743,0.241144
2.201835,0.444201,-0.05208,-0.251821,0.166661,0.240793
2.251877,0.453573,-0.054491,-0.258465,0.165556,0.240441
2.301918,0.462895,-0.056955,-0.265176,0.164427,0.240089
2.35196,0.472166,-0.059473,-0.271957,0.163274,0.239736
2.402002,0.481386,-0.062044,-0.27881,0.162099,0.239384
2.452043,0.490553,-0.064669,-0.285737,0.160901,0.239032
2.502085,0.499666,-0.067346,-0.292739,0.15968,0.238681
2.552127,0.508725,-0.070076,-0.299819,0.158437,0.238331
2.602168,0.517728,-0.072859,-0.306979,0.157171,0.237983
2.65221,0.526674,-0.075695,-0.314222,0.155883,0.237638
2.702252,0.535562,-0.078584,-0.321549,0.154574,0.237295
2.752294,0.544392,-0.081525,-0.328963,0.153243,0.236956
2.802335,0.553162,-0.084519,-0.336465,0.151891,0.23662
2.852377,0.561872,-0.087565,-0.344059,0.150517,0.236289
2.902419,0.57052,-0.090664,-0.351746,0.149123,0.235962
2.95246,0.579106,-0.093815,-0.359529,0.147709,0.235641
3.002502,0.587629,-0.097018,-0.36741,0.146274,0.235326
3.052544,0.596087,-0.100274,-0.375391,0.14482,0.235017
3.102585,0.60448,-0.103581,-0.383474,0.143346,0.234715
3.152627,0.612807,-0.106941,-0.391663,0.141852,0.23442
3.202669,0.621066,-0.110352,-0.399959,0.14034,0.234133
3.252711,0.629258,-0.113815,-0.408365,0.13881,0.233855
3.302752,0.637381,-0.11733,-0.416883,0.137262,0.233585
3.352794,0.645434,-0.120896,-0.425516,0.135696,0.233326
3.402836,0.653417,-0.124514,-0.434266,0.134113,0.233076
3.452877,0.661328,-0.128183,-0.443135,0.132513,0.232837
3.502919,0.669167,-0.131904,-0.452127,0.130898,0.232609
3.552961,0.676933,-0.135675,-0.461242,0.129267,0.232392
3.603003,0.684625,-0.139498,-0.470485,0.127621,0.232188
3.653044,0.692242,-0.143372,-0.479856,0.12596,0.231996
3.703086,0.699783,-0.147297,-0.489359,0.124286,0.231817
3.753128,0.707248,-0.151272,-0.498996,0.1226,0.231652
3.803169,0.714636,-0.155298,-0.50877,0.120901,0.2315
3.853211,0.721945,-0.159375,-0.518682,0.11919,0.231363
3.903253,0.729176,-0.163502,-0.528735,0.117469,0.231241
3.953294,0.736327,-0.16768,-0.538932,0.115738,0.231133
4.003336,0.743397,-0.171908,-0.549274,0.113999,0.231042
4.053378,0.750386,-0.176186,-0.559764,0.112252,0.230965
4.10342,0.757294,-0.180515,-0.570403,0.110497,0.230905
4.153461,0.764118,-0.184893,-0.581194,0.108738,0.230862
4.203503,0.77086,-0.189321,-0.592139,0.106973,0.230834
4.253545,0.777517,-0.193799,-0.60324,0.105206,0.230824
4.303586,0.784089,-0.198327,-0.614498,0.103436,0.23083
4.353628,0.790575,-0.202904,-0.625916,0.101665,0.230853
4.40367,0.796975,-0.20753,-0.637494,0.099896,0.230893
4.453711,0.803289,-0.212206,-0.649234,0.098128,0.23095
4.503753,0.809514,-0.216931,-0.661138,0.096364,0.231024
4.553795,0.815651,-0.221706,-0.673207,0.094606,0.231114
4.603837,0.821699,-0.226529,-0.685441,0.092854,0.231221
4.653878,0.827658,-0.231401,-0.697842,0.091111,0.231345
4.70392,0.833526,-0.236322,-0.71041,0.089379,0.231484
4.753962,0.839303,-0.241292,-0.723146,0.08766,0.231639
