Time [s], X-Pos [m], Y-Pos [m], phi [rad], dX-Pos [m/s], dY-Pos [m/s], dphi [rad/s], Path Vel [m/s]
6.2,1.19251,0,0,0.2,0,0,0.2
6.25,1.20251,0,0,0.2,0,0,0.2
6.3,1.21251,0,0,0.2,0,0,0.2
6.35,1.22251,0,0,0.2,0,0,0.2
6.4,1.23251,0,0,0.2,0,0,0.2
6.45,1.24251,0,0,0.2,0,0,0.2
6.5,1.25251,0,0,0.2,0,0,0.2
6.55,1.26251,0,0,0.2,0,0,0.2
6.6,1.27251,0,0,0.2,0,0,0.2
6.65,1.28251,0,0,0.2,0,0,0.2
6.7,1.29251,0,0,0.2,0,0,0.2
6.75,1.30251,0,0,0.2,0,0,0.2
6.8,1.31251,0,0,0.2,0,0,0.2
6.85,1.32251,0,0,0.2,0,0,0.2
6.9,1.33251,0,0,0.2,0,0,0.2
6.95,1.34251,0,0,0.2,0,0,0.2
7,1.35251,0,0,0.2,0,0,0.2
7.05,1.36251,0,0,0.2,0,0,0.2
7.1,1.37251,0,0,0.2,0,0,0.2
7.15,1.38251,0,0,0.2,0,0,0.2
7.2,1.39251,0,0,0.2,0,0,0.2
7.25,1.40251,0,0,0.2,0,0,0.2
7.3,1.41251,0,0,0.2,0,0,0.2
7.35,1.42251,0,0,0.2,0,0,0.2
7.4,1.43251,0,0,0.2,0,0,0.2
7.45,1.44251,0,0,0.2,0,0,0.2
7.5,1.45251,0,0,0.2,0,0,0.2
7.55,1.46251,0,0,0.2,0,0,0.2
7.6,1.47251,0,0,0.2,0,0,0.2
7.65,1.48251,0,0,0.2,0,0,0.2
7.7,1.49251,0,0,0.2,0,0,0.2
7.75,1.50251,0,0,0.2,0,0,0.2
7.8,1.51251,0,0,0.2,0,0,0.2
7.85,1.52251,0,0,0.2,0,0,0.2
7.9,1.53251,0,0,0.2,0,0,0.2
7.95,1.54251,0,0,0.2,0,0,0.2
8,1.55251,0,0,0.2,0,0,0.2
8.05,1.56251,0,0,0.2,0,0,0.2
8.1,1.57251,0,0,0.2,0,0,0.2
8.15,1.58251,0,0,0.2,0,0,0.2
8.2,1.59251,0,0,0.2,0,0,0.2
8.25,1.60251,0,0,0.2,0,0,0.2
8.3,1.61251,0,0,0.2,0,0,0.2
8.35,1.62251,0,0,0.2,0,0,0.2
8.4,1.63251,0,0,0.2,0,0,0.2
8.45,1.64251,0,0,0.2,0,0,0.2
8.5,1.65251,0,0,0.2,0,0,0.2
8.55,1.66251,0,0,0.2,0,0,0.2
8.6,1.67251,0,0,0.2,0,0,0.2
8.65,1.68251,0,0,0.2,0,0,0.2
8.7,1.69251,0,0,0.2,0,0,0.2
8.75,1.70251,0,0,0.2,0,0,0.2
8.8,1.71251,0,0,0.2,0,0,0.2
8.85,1.72251,0,0,0.2,0,0,0.2
8.9,1.73251,0,0,0.2,0,0,0.2
8.95,1.74251,0,0,0.2,0,0,0.2
9,1.75251,0,0,0.2,0,0,0.2
