time,x,y,theta,right_vel,left_vel
0.0,1.0,0.0,1.5707963267948966,0.1682164955255487,0.09773843811168245
0.05,0.9999778963230773,0.006648677389210442,1.577445641048963,0.16821468868575706,0.09772260985539828
0.1,0.9999115862694545,0.013296179109678537,1.5840976012106571,0.16820927813668696,0.09767512369314378
0.15000000000000002,0.9998010727705235,0.019941329700552457,1.5907548553317998,0.168200293793548,0.0975959754459003
0.2,0.9996463607117936,0.026582954116724653,1.5974200557531826,0.16818778552929434,0.09748515815264899
0.25,0.9994474569326756,0.03321987793661209,1.6040958612504908,0.1681718231958727,0.09734266207658117
0.30000000000000004,0.9992043702261793,0.03985092756982624,1.6107849391819025,0.16815249665364876,0.09716847471417792
0.35000000000000003,0.9989171113385246,0.046474930464696106,1.6174899676378294,0.1681299158086871,0.09696258080754946
0.4,0.9985856929686668,0.05309071531560752,1.6242136375931904,0.1681042106574604,0.09672496236053955
0.45,0.9982101297677352,0.05969711227012217,1.6309586550625144,0.1680755313384599,0.09645559865922534
0.5,0.997790438338385,0.06629295313583963,1.6377277432580404,0.16804404819006954,0.09615446629756699
0.55,0.9973266372340637,0.07287707158696587,1.6445236447508471,0.1680099518139493,0.09582153920909797
0.6000000000000001,0.996818746958191,0.07944830337055164,1.6513491236348743,0.16797345314304796,0.09545678870568691
0.65,0.9962667899632518,0.0860054865123644,1.6582069676935023,0.16793478351323204,0.09506018352455305
0.7000000000000001,0.9956707906498045,0.09254746152235731,1.6650999905681374,0.16789419473737183,0.09463168988487858
0.75,0.9950307753654014,0.09907307159969879,1.672031033928001,0.16785195918056814,0.09417127155553165
0.8,0.994346772403425,0.10558116283732683,1.6790029696400297,0.16780836983503325,0.09367888993560011
0.8500000000000001,0.9936188120018359,0.11207058442599131,1.6860187019374855,0.16776374039295344,0.09315450414963265
0.9,0.9928469263418374,0.11854018885774875,1.6930811695855092,0.1677184053154585,0.09259807115969994
0.9500000000000001,0.9920311495464518,0.12498883212887324,1.7001933480414595,0.16767271989560245,0.09200954589661686
1.0,0.9911715176790128,0.13141537394214767,1.7073582516074362,0.1676270603130212,0.09138888141291654
1.05,0.9902680687415704,0.13781867790849958,1.7145789355718974,0.16758182367766877,0.09073602906043599
1.1,0.9893208426732113,0.14419761174794604,1.7218584983367393,0.16753742805975086,0.09005093869566061
1.1500000000000001,0.9883298813482938,0.15055104748981174,1.7292000835256067,0.1674943125026624,0.0893335589162897
1.2000000000000002,0.9872952285745957,0.1568778616721852,1.7366068820685487,0.1674529370153988,0.08858383733282008
1.25,0.9862169300913782,0.1631769355405778,1.7440821342574024,0.1674137825405449,0.0878017208793075
1.3,0.985095033567364,0.16944715524575016,1.7516291317654964,0.1673773508935458,0.0869871561678561
1.35,0.9839295885986297,0.17568741204067134,1.7592512196243857,0.16734416466853652,0.08614008989180431
1.4000000000000001,0.9827206467064133,0.18189660247657574,1.7669517981493823,0.167314767105539,0.08526046928302315
1.4500000000000002,0.9814682613348369,0.18807362859808316,1.7747343248045853,0.16728972191333652,0.08434824262922373
1.5,0.9801724878485438,0.19421739813734737,1.7826023159969877,0.16726961304179386,0.0834033598576813
1.55,0.9788333835302511,0.20032682470719929,1.790559348787982,0.1672550443968142,0.0824257731923278
1.6,0.9774510075782169,0.2064008279932498,1.7986090625092326,0.16724663949050475,0.08141543789174105
1.6500000000000001,0.9760254211036244,0.21243833394491923,1.806755160268421,0.1672450410184617,0.08037231307616868
1.7000000000000002,0.9745566871278792,0.21843827496535878,1.815001410328769,0.16725091035538664,0.07929636265236514
1.75,0.9730448705798238,0.22439959010023108,1.8233516473445204,0.1672649269595028,0.0781875563456914
1.8,0.9714900382928674,0.23032122522531615,1.831809773432711,0.1672877876754598,0.07704587084962541
1.85,0.969892259002031,0.23620213323290926,1.840379759059544,0.16732020592459898,0.07587129110355312
1.9000000000000001,0.9682516033409092,0.24204127421697852,1.8490656437175437,0.16736291077059848,0.07466381171045142
1.9500000000000002,0.9665681438385472,0.24783761565704884,1.8578715363673572,0.16741664584763977,0.07342343850682845
2.0,0.9648419549162349,0.2535901326007796,1.8668016156156158,0.16748216813733532,0.07215019029804479
