t,x,y,theta,v,w,dvdt,dwdt
0.0,0.0,0.0,0.0,0.0,0.0,0.00569438581401083,0.6719375260532799
0.05,0.026179938779914945,0.0,0.05235987755982989,0.5235987755982988,0.0,10.471975511965976,0.0
0.1,3.5878696225257606e-05,-0.001370152130428577,0.0,0.5235987755982988,-61.784655520599266,0.0,-1235.6931104119853
0.15000000000000002,0.005035878696225259,-0.001370152130428577,0.0,0.10000000000000002,61.784655520599266,-8.471975511965972,2471.38622082397
0.2,0.01003587869622526,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,-1235.6931104119856
0.25,0.01503587869622526,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,0.0
0.30000000000000004,0.02003587869622526,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,0.0
0.35000000000000003,0.025035878696225262,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,0.0
0.4,0.030035878696225263,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,0.0
0.45,0.035035878696225264,-0.001370152130428577,0.0,0.10000000000000002,0.0,0.0,0.0
0.5,0.04003587869622527,-0.001370152130428577,0.0,0.10000000000000009,0.0,1.387778780781446e-15,0.0
0.55,0.04503587869622527,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.6000000000000001,0.05003587869622528,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.65,0.05503587869622528,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.7000000000000001,0.06003587869622529,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.75,0.06503587869622529,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.8,0.0700358786962253,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.8500000000000001,0.0750358786962253,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.9,0.0800358786962253,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
0.9500000000000001,0.08503587869622531,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.0,0.09003587869622531,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.05,0.09503587869622532,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.1,0.10003587869622532,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.1500000000000001,0.10503587869622533,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.2000000000000002,0.11003587869622533,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.25,0.11503587869622534,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.3,0.12003587869622534,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.35,0.12503587869622534,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.4000000000000001,0.13003587869622535,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.4500000000000002,0.13503587869622535,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.5,0.14003587869622536,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.55,0.14503587869622536,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.6,0.15003587869622537,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.6500000000000001,0.15503587869622537,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.7000000000000002,0.16003587869622538,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.75,0.16503587869622538,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.8,0.17003587869622538,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.85,0.1750358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.9000000000000001,0.1800358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
1.9500000000000002,0.1850358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.0,0.1900358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.0500000000000003,0.1950358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.1,0.2000358786962254,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.15,0.20503587869622542,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.2,0.21003587869622542,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.25,0.21503587869622542,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.3000000000000003,0.22003587869622543,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.35,0.22503587869622543,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.4000000000000004,0.23003587869622544,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.45,0.23503587869622544,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.5,0.24003587869622545,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.5500000000000003,0.24503587869622545,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.6,0.25003587869622546,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.6500000000000004,0.25503587869622546,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.7,0.26003587869622546,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.75,0.26503587869622547,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.8000000000000003,0.2700358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.85,0.2750358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.9000000000000004,0.2800358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
2.95,0.2850358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
3.0,0.2900358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
3.0500000000000003,0.2950358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
3.1,0.3000358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
3.1500000000000004,0.3050358786962255,-0.001370152130428577,0.0,0.10000000000000009,0.0,0.0,0.0
