time,x,y
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.417,3.446978625505063,-1.0058718754813538
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.467,3.461391500765559,-0.9931435352343009
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.517,3.4759443462218216,-0.9802057439078056
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
194.567,3.490650355198832,-0.96705014685614
