time,x,y
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.021,4.471802495511112,-0.053304698743488366
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.071,4.481142480175495,-0.048742415935073995
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.121,4.49049059572971,-0.044364716755275334
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.171,4.499910269633576,-0.040137600914077046
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.221,4.509388285254491,-0.036060392934099905
30.271,4.518932159013133,-0.032126686652358016
30.271,4.518932159013133,-0.032126686652358016
30.271,4.518932159013133,-0.032126686652358016
